broadband_number,data_usage_mb,login_attempts,bill_amount,payment_delay_days,network_latency_ms,packet_loss_percent,download_speed_mbps
274649155,4109.87,89,248.0,8.0,53.36,1.04,101.64
274654759,2832.13,159,295.44,6.0,51.89,1.08,87.41
274811442,2851.61,117,416.44,11.0,46.07,1.21,99.28
274863045,2592.96,133,296.11,7.0,50.33,1.05,102.44
274979851,2863.88,93,195.36,9.0,54.67,0.87,91.15
274987461,2394.07,160,352.31,8.0,56.44,0.78,104.43
275165838,2279.35,106,407.55,8.0,59.36,1.2,89.78
275192028,3753.75,91,292.88,7.0,57.56,1.06,106.55
275301382,3265.96,126,290.04,8.0,50.05,1.03,94.87
275318694,3631.47,109,326.17,9.0,50.27,1.27,93.95
275411116,2292.69,71,238.45,6.0,51.42,1.1,97.85
275475586,3044.52,149,289.02,8.0,46.8,0.89,105.41
275500885,2492.24,102,286.95,4.0,47.44,0.86,93.73
275545333,2279.32,141,304.64,6.0,52.98,0.88,106.96
275662784,3119.51,127,288.32,6.0,52.53,1.03,110.42
275768606,2970.18,175,293.1,2.0,50.82,0.44,93.26
275784429,2002.88,152,408.6,9.0,50.9,0.96,102.97
275793323,1821.65,113,298.68,6.0,48.41,1.01,97.77
275858096,3632.61,186,343.14,4.0,56.41,0.94,94.77
275872218,2359.64,85,392.41,9.0,50.6,1.33,107.17
275890993,2992.71,138,257.93,9.0,51.61,1.13,106.67
275912659,2620.74,152,320.53,6.0,53.56,0.91,97.68
275974313,1819.29,157,432.33,8.0,46.71,1.0,70.08
275979683,2438.77,99,359.88,7.0,48.38,1.06,99.57
275982896,1918.11,87,289.05,10.0,50.77,0.89,104.57
275984842,2992.74,94,283.19,10.0,50.4,1.29,103.44
276082705,3441.84,113,310.23,8.0,53.17,0.76,105.14
276180519,3122.31,104,286.2,7.0,54.84,0.94,108.57
276189096,2899.19,97,390.92,8.0,53.11,0.89,91.4
276190340,3398.72,155,289.67,8.0,53.14,1.18,96.19
276245463,2429.67,98,336.92,6.0,51.31,0.74,97.88
276263729,2333.8,138,297.05,6.0,51.28,0.81,93.15
276266200,1921.22,80,294.94,10.0,51.83,0.99,92.48
276286448,3026.01,161,343.0,7.0,47.49,0.67,98.18
276416094,1905.29,142,285.69,8.0,51.1,0.65,94.02
276500848,3011.41,108,338.23,7.0,51.83,1.05,109.27
276534290,2530.52,118,221.86,8.0,56.56,1.06,96.96
276581966,2336.51,161,220.53,6.0,51.26,1.36,92.14
276631325,3437.67,135,264.01,5.0,57.5,1.25,95.24
276639936,3880.84,87,309.09,10.0,45.01,1.22,104.7
276650445,2805.47,147,258.23,5.0,48.18,1.05,94.27
276661482,2628.8,113,212.85,6.0,48.78,0.58,97.14
276673576,3385.36,119,348.93,7.0,53.35,1.04,108.74
276807291,3768.74,118,307.28,10.0,50.58,1.02,96.54
276894097,3346.87,166,329.54,6.0,51.17,0.75,99.74
276953468,3475.13,112,236.29,6.0,51.26,1.16,105.59
276997345,2449.24,91,350.91,10.0,49.72,0.44,109.37
277003171,2914.2,77,267.81,9.0,54.13,0.73,101.61
277035976,2658.11,121,282.4,7.0,50.23,1.01,104.76
277043393,3694.17,95,219.87,6.0,54.87,1.11,112.44
277095302,3626.22,119,300.45,7.0,43.58,0.92,90.18
277101611,3114.34,72,329.58,4.0,46.32,0.98,95.81
277185313,4172.13,101,338.52,6.0,47.64,1.32,94.02
277211412,3203.48,75,266.72,8.0,49.21,0.89,104.55
277233840,1958.29,138,178.25,7.0,48.46,1.43,109.02
277250654,2885.34,163,291.6,4.0,43.09,0.72,102.8
277277102,1934.26,163,338.54,5.0,45.78,0.89,83.39
277305040,2434.82,144,290.87,7.0,50.06,1.22,97.01
277466621,2449.73,118,311.05,8.0,43.08,0.85,93.98
277471285,2471.85,118,224.78,9.0,50.56,0.74,108.68
277497657,2971.59,121,309.61,5.0,49.98,1.18,104.47
277546048,2811.34,74,253.49,5.0,46.65,0.9,94.27
277570445,2518.04,102,345.84,4.0,53.39,0.98,105.38
277575076,2256.57,102,358.8,6.0,59.09,0.88,103.54
277586704,3095.67,164,300.75,10.0,50.8,1.39,109.73
277762094,1899.81,107,320.63,12.0,49.66,0.8,88.34
277842040,2804.82,119,317.96,9.0,44.58,0.72,103.38
277910578,3024.85,141,195.67,6.0,48.65,1.25,84.25
277986447,2851.0,112,189.19,6.0,45.63,1.06,114.46
278086254,3379.76,110,266.28,8.0,50.55,0.61,102.99
278134201,3562.56,108,244.42,9.0,57.01,1.0,113.22
278187395,2417.95,105,246.13,12.0,48.18,0.94,107.92
278270017,3330.28,138,331.6,6.0,55.1,0.6,91.31
278357956,2736.79,123,317.29,7.0,53.68,0.94,83.77
278462248,3290.02,92,242.87,2.0,46.16,0.68,94.32
278476758,3130.69,117,287.68,7.0,54.97,1.1,113.68
278513712,2907.09,78,253.06,9.0,39.34,0.62,96.34
278577501,2977.87,98,285.56,11.0,54.93,1.15,98.54
278604362,1957.08,79,276.94,8.0,48.22,1.31,99.09
278648529,2741.25,67,319.68,8.0,52.93,0.78,100.46
278715998,1405.93,90,293.99,7.0,43.0,1.31,97.25
278804359,2441.06,87,347.04,8.0,51.99,0.92,94.82
278832276,2110.26,128,331.85,11.0,47.33,0.53,100.25
278844612,2422.27,79,250.99,4.0,42.69,0.65,101.71
278847182,3990.5,116,465.3,10.0,51.72,1.12,95.65
278898427,1970.06,133,187.54,4.0,52.91,1.08,90.86
278901025,3383.96,114,234.58,8.0,45.53,1.02,103.6
278971417,3617.58,125,326.0,7.0,51.69,0.53,96.5
279008554,3879.81,120,322.22,9.0,48.83,0.98,95.84
279070776,2411.03,121,310.53,10.0,53.33,1.06,95.8
279199016,3076.7,147,326.59,8.0,49.54,1.01,118.91
279261484,2549.78,155,250.0,5.0,53.72,1.18,100.98
279306679,3128.26,138,254.49,6.0,52.14,1.19,104.61
279314164,3248.98,123,346.68,8.0,50.64,0.52,96.91
279407826,2446.54,95,285.1,8.0,50.46,0.96,100.47
279467972,2732.98,87,342.28,6.0,46.36,0.59,102.11
279468457,3687.3,144,328.13,8.0,44.36,1.04,107.88
279534748,1766.48,131,253.82,6.0,51.07,1.23,107.18
279693766,3648.18,140,338.57,7.0,48.01,1.62,101.98
279714351,3333.81,136,298.22,6.0,58.92,0.88,100.26
279742011,1948.67,110,365.45,2.0,49.84,0.85,98.59
279745563,2654.69,149,353.61,6.0,45.06,1.0,106.1
279747870,3684.1,122,396.67,8.0,48.43,1.03,101.92
279751525,2004.08,115,402.28,5.0,55.78,1.0,102.63
279754023,4387.58,109,350.78,6.0,48.5,0.66,112.8
279771656,3680.17,64,324.51,3.0,47.29,0.98,104.91
279800649,3774.9,135,332.1,5.0,41.61,1.27,98.93
279812702,2439.55,79,290.01,7.0,52.03,0.9,96.94
279835701,2580.05,93,330.15,7.0,57.61,0.79,104.19
279914865,1798.13,76,280.56,7.0,47.92,1.22,97.82
310014974,3735.05,127,363.81,7.0,49.83,1.25,98.56
310029694,2211.28,91,357.83,7.0,50.63,1.33,98.39
310037431,4193.66,96,279.04,6.0,45.54,0.92,96.95
310052600,2826.33,106,356.97,8.0,54.67,1.75,107.35
310221518,3329.15,144,256.86,7.0,54.94,1.36,101.8
310230934,4625.4,108,260.95,8.0,50.84,0.91,106.4
310292536,2207.68,104,305.42,8.0,45.05,1.2,84.48
310362089,3647.09,162,362.83,9.0,46.35,0.75,103.73
310394229,2666.26,105,325.53,8.0,55.07,0.72,103.36
310499468,3297.01,123,328.64,11.0,42.63,1.06,94.86
310503771,4212.67,145,263.91,8.0,47.18,1.02,103.59
310509412,4123.95,155,196.04,8.0,53.18,0.78,90.67
310547921,2943.57,123,265.27,5.0,52.83,0.82,98.46
310563295,3198.22,155,233.38,4.0,47.0,1.02,97.0
310615159,4887.8,94,234.68,5.0,43.81,1.21,97.19
310616881,3054.43,128,365.33,9.0,56.23,1.26,115.51
310628728,2281.63,107,249.2,9.0,54.13,1.18,102.28
310633141,2773.36,105,266.78,6.0,52.74,0.68,107.4
310661744,3378.4,141,269.51,7.0,50.46,0.86,106.28
310837217,3814.83,150,256.93,10.0,49.93,0.86,92.58
310848052,3671.84,89,367.1,5.0,54.17,1.1,81.52
310876837,1682.92,162,212.64,6.0,53.15,1.08,114.65
310889419,3745.92,111,157.13,6.0,52.34,1.06,88.85
311008896,2555.47,102,257.27,8.0,52.76,1.4,95.91
311013770,3504.3,127,258.15,6.0,49.79,1.53,84.17
311156155,2292.51,178,307.06,8.0,41.08,0.69,95.93
311165453,3204.42,137,315.51,11.0,51.61,0.82,89.88
311215738,2094.21,91,235.83,7.0,44.26,1.05,102.94
311360550,2462.39,167,299.94,7.0,41.21,0.59,96.99
311412488,2712.14,91,282.33,8.0,42.33,1.43,117.51
311416557,3308.33,106,405.12,7.0,48.32,1.23,103.52
311526420,1899.04,126,203.76,4.0,48.04,0.91,107.76
311549935,2893.97,146,347.08,6.0,46.47,0.7,88.38
311563628,4277.46,125,354.28,8.0,50.15,1.25,96.37
311652665,2892.95,117,252.87,9.0,46.8,1.02,89.73
311682672,1240.85,117,275.95,8.0,50.24,0.98,109.05
311741590,4555.99,172,179.1,8.0,50.63,1.33,100.7
311777959,2326.47,132,245.07,5.0,45.52,0.86,95.8
311852754,3093.93,109,307.22,9.0,47.34,0.8,107.26
311882196,3362.39,130,332.75,8.0,54.53,0.72,104.08
311933333,4245.26,143,381.85,4.0,48.11,1.2,107.47
312016532,3981.99,98,252.43,7.0,55.54,0.96,92.14
312276209,2642.79,72,365.84,8.0,51.1,1.13,92.77
312406842,3436.24,160,396.62,6.0,51.08,1.36,99.5
312474665,3495.57,126,233.27,9.0,48.57,1.0,112.31
312493385,3926.09,73,384.44,5.0,48.21,0.64,95.9
312534670,3143.6,86,336.02,6.0,45.52,1.21,93.34
312548005,2393.17,104,322.52,8.0,43.74,1.0,117.28
312564539,3851.46,152,211.51,8.0,49.17,0.59,104.79
312616447,3635.75,134,274.11,6.0,48.53,1.23,99.66
312739200,2090.17,130,287.04,8.0,48.11,1.28,102.9
312816449,3194.13,156,387.3,6.0,51.02,0.97,118.89
312816588,3636.81,82,307.52,9.0,48.79,1.17,87.77
312867065,3842.72,97,290.34,5.0,49.86,1.25,105.99
312895414,2755.97,93,353.04,8.0,48.84,1.53,98.86
312899964,3070.58,149,243.55,9.0,53.84,1.12,104.36
312911863,3090.13,102,351.73,2.0,47.19,1.06,100.79
312913803,2815.74,123,285.63,3.0,44.89,0.92,112.04
313007745,3842.96,102,295.84,7.0,56.86,0.78,106.39
313012186,3402.92,93,363.01,7.0,53.57,0.81,104.33
313117166,3674.79,110,364.08,4.0,45.15,1.37,105.48
313158331,2602.56,88,330.85,9.0,51.82,0.88,117.03
313206200,2575.92,110,323.04,8.0,45.63,0.9,93.79
313210167,2133.65,94,289.27,7.0,38.97,0.72,91.57
313236498,3758.72,124,384.61,8.0,53.92,0.72,118.67
313254985,3215.22,106,264.5,8.0,46.73,0.98,111.04
313308114,2852.91,138,322.73,7.0,59.39,0.86,100.43
313389948,1859.14,109,446.47,8.0,44.4,1.16,93.3
313418844,4421.06,139,345.04,4.0,47.95,0.94,110.26
313437825,3881.07,121,351.47,6.0,51.29,0.71,103.75
313441426,3234.26,121,153.46,6.0,60.29,0.71,108.74
313511521,3211.0,130,281.07,7.0,50.02,1.38,91.96
313533870,3538.31,132,343.54,3.0,47.95,0.92,97.12
313639178,3393.63,73,363.83,5.0,55.39,1.13,89.66
313654251,2340.71,125,311.05,5.0,45.75,1.02,97.52
313814089,2309.01,110,346.0,6.0,55.22,1.21,91.62
313860508,3032.36,142,247.41,4.0,44.73,0.97,99.45
313891933,3491.15,122,305.41,10.0,49.97,1.26,96.11
314511202,2265.45,99,342.29,6.0,59.51,0.79,107.08
314577512,2861.8,141,338.48,8.0,49.38,0.56,103.43
314586067,3125.75,134,320.98,3.0,46.58,0.71,119.12
314666077,3785.05,112,301.43,8.0,49.31,1.07,91.99
314796336,3872.13,142,206.18,9.0,56.32,1.16,106.65
314809000,2242.61,168,302.78,7.0,53.52,0.82,114.04
314978588,2993.05,107,274.46,6.0,47.65,1.14,91.64
315186106,4153.13,139,312.4,6.0,44.52,1.33,109.01
315265913,2465.53,170,194.04,4.0,46.76,1.18,104.62
315291940,3412.38,103,286.93,9.0,48.59,0.43,104.81
315326680,4435.31,117,313.72,10.0,52.77,0.77,99.26
315373209,3605.02,94,393.76,9.0,51.33,0.85,93.18
315487053,2323.25,153,243.64,9.0,45.74,0.78,101.56
315519490,2989.05,172,199.89,6.0,46.13,0.9,102.26
315603182,2581.19,123,280.93,7.0,49.16,0.89,104.0
315629689,2761.32,86,325.38,8.0,46.72,0.87,104.08
315630663,2996.45,153,343.21,8.0,57.99,1.14,108.78
315765059,2605.94,141,206.73,7.0,43.92,1.0,95.01
315768952,3122.63,116,347.44,6.0,51.52,0.94,96.41
315807842,2368.7,96,358.13,8.0,48.89,0.85,106.09
315812182,2254.74,88,359.0,5.0,48.08,0.95,99.9
315839247,2982.51,104,306.28,6.0,47.66,1.19,100.61
315882899,2770.23,159,322.47,9.0,49.2,1.1,95.92
315902272,3388.44,160,334.33,6.0,47.9,1.08,114.68
315975798,2475.57,134,365.71,9.0,54.24,0.88,110.29
315981435,3514.93,85,293.27,6.0,51.93,1.41,93.58
315992414,3018.03,150,267.59,9.0,52.06,1.16,91.43
315997145,3183.73,126,249.75,5.0,45.19,0.92,107.75
316009691,2767.48,87,360.02,6.0,55.38,1.29,100.84
316011221,3157.93,123,315.68,4.0,51.02,0.96,91.8
316024412,2879.02,106,314.21,10.0,50.02,0.84,105.86
316085234,2039.96,124,185.74,4.0,51.55,1.0,91.92
316111000,3276.71,174,289.38,7.0,55.96,1.03,100.33
316163069,2481.75,131,238.57,10.0,46.54,0.8,92.65
316201631,3041.54,183,286.26,7.0,48.55,0.92,87.01
316230962,4057.09,96,255.96,9.0,46.72,0.4,81.74
316306032,2993.06,102,312.29,9.0,49.57,1.05,98.26
316309237,2988.62,125,182.69,10.0,56.29,1.4,97.24
316357126,2525.67,75,378.51,6.0,48.19,1.14,98.36
316358026,3182.32,92,156.08,6.0,52.86,1.01,98.78
316541532,3437.83,155,226.71,7.0,52.61,1.0,95.41
316709300,3434.24,132,304.39,7.0,50.86,0.82,97.56
316763479,2168.2,116,352.11,8.0,43.87,0.94,95.35
316814812,2333.89,127,303.5,7.0,51.69,0.59,87.15
316837808,1301.27,148,327.25,8.0,52.08,1.09,96.51
316939185,2147.44,120,355.4,6.0,49.32,1.43,93.29
316969581,3243.25,101,355.44,6.0,49.04,0.83,101.71
316978765,3669.63,47,435.48,6.0,41.0,1.11,92.37
317080804,3388.3,85,340.63,8.0,50.69,1.3,103.88
317158446,2335.16,132,273.48,10.0,43.89,1.05,95.73
317241959,1341.94,117,347.28,7.0,47.22,1.23,98.92
317286139,3168.3,151,358.43,6.0,44.82,0.93,107.19
317405181,2904.28,116,390.28,6.0,50.03,1.05,91.65
317405215,2769.81,78,421.37,6.0,53.31,0.91,103.36
317484943,1110.39,104,329.88,8.0,48.31,0.85,87.0
317604629,3347.54,151,200.71,6.0,58.12,0.88,93.89
317722832,2973.09,163,253.34,8.0,47.25,1.2,109.83
317729844,3139.88,86,342.33,7.0,56.14,0.61,95.67
317738243,2849.46,124,245.01,11.0,46.06,0.83,97.28
317822788,3132.84,103,285.96,10.0,54.3,0.9,100.59
317828879,2308.15,126,250.56,10.0,47.43,0.95,116.08
317837756,2526.52,76,312.23,7.0,50.81,0.84,92.22
317956643,3037.22,106,125.91,6.0,43.83,0.86,90.84
318121914,3647.03,102,303.32,5.0,46.53,0.85,104.6
318127821,2892.56,118,152.71,6.0,48.36,1.54,109.17
318150183,2682.87,92,174.6,5.0,45.09,0.73,104.31
318294469,4102.8,120,307.62,5.0,50.84,1.11,84.67
318298923,3334.33,106,303.53,4.0,49.07,0.98,109.51
318333099,2715.6,115,223.13,7.0,48.07,0.73,112.9
318400750,4863.29,120,293.59,9.0,41.41,0.88,107.72
318462751,2573.92,113,241.43,4.0,54.23,0.77,105.0
318537563,3182.63,118,305.99,7.0,50.19,0.8,95.53
318589192,1918.37,140,229.99,8.0,53.99,1.06,110.9
318666473,2260.03,163,275.6,5.0,49.65,0.66,93.66
318688727,2623.34,145,300.48,6.0,52.99,0.99,103.24
318726354,3581.64,100,254.81,8.0,52.06,0.82,101.13
318745720,3563.9,146,258.25,8.0,45.0,0.98,106.87
319019355,4133.97,62,307.7,8.0,52.66,0.91,101.98
319019692,3091.42,154,350.1,8.0,54.85,1.19,96.98
319055834,3596.53,77,253.81,8.0,38.96,0.34,112.0
319074185,2481.86,121,260.62,7.0,44.95,0.76,103.04
319102437,2006.47,110,336.3,4.0,53.28,0.95,103.06
319141093,5008.85,94,255.9,7.0,53.67,1.18,113.72
319146814,2061.25,105,299.76,8.0,49.85,0.94,101.76
319162727,3513.3,124,216.65,7.0,50.19,1.34,104.8
319175272,2794.24,122,346.1,8.0,49.84,1.42,100.3
319222329,2294.25,150,234.9,6.0,49.44,1.18,96.89
319313939,3750.78,125,262.33,9.0,53.92,0.86,102.83
319327084,3184.19,116,193.0,7.0,47.52,0.67,104.29
319348070,2797.64,107,281.97,6.0,55.07,1.09,117.44
319389894,3037.71,107,265.34,6.0,46.68,0.56,101.21
319398637,3360.27,70,380.35,8.0,48.34,1.1,107.93
319436407,2548.7,112,286.4,7.0,43.81,0.68,103.02
319438027,3184.02,61,385.12,6.0,44.64,1.34,93.24
319630570,3185.01,174,335.5,7.0,49.44,0.54,100.18
319663136,2358.86,106,311.25,7.0,44.73,0.73,102.4
319695846,3699.25,119,267.54,5.0,50.97,0.73,113.84
319759582,1823.82,88,214.83,4.0,47.73,0.93,89.07
319820778,2790.03,116,348.4,4.0,50.0,1.46,109.91
319829029,1739.63,71,361.77,9.0,48.85,1.16,105.1
319835072,3076.41,106,299.03,7.0,49.49,1.0,104.64
319861008,2284.81,107,338.81,6.0,50.44,1.03,108.4
319929894,2692.23,123,415.1,8.0,46.11,0.66,98.0
319941780,1956.47,109,289.62,7.0,44.68,0.55,101.47
320099484,2726.88,117,362.93,4.0,52.65,0.7,94.3
320132932,3311.13,122,342.79,9.0,49.13,1.32,93.32
320143448,3997.54,132,346.71,8.0,54.96,0.83,85.96
320170874,2255.69,140,211.46,5.0,49.28,1.16,103.92
320186950,4212.89,164,326.58,5.0,46.96,0.61,99.2
320203127,4079.58,144,247.18,6.0,54.15,1.32,89.41
320250223,3084.99,130,267.69,8.0,47.06,1.12,108.12
320310898,3418.73,76,389.62,7.0,42.4,0.94,72.26
320334810,2733.92,106,297.07,7.0,50.53,0.86,101.48
320390552,2465.74,81,272.78,8.0,47.94,0.94,88.01
320454359,2771.37,105,268.89,5.0,45.99,0.87,98.99
320556498,3098.82,106,267.24,8.0,57.68,0.96,81.32
320723702,2721.32,103,318.61,6.0,46.06,0.98,76.35
320812645,2717.15,74,280.28,4.0,50.62,1.09,96.83
320925726,3155.71,108,349.54,6.0,47.17,0.59,101.89
320958413,1977.1,93,236.65,5.0,50.09,1.15,103.05
320968684,3161.07,77,243.18,6.0,45.82,0.99,106.94
320980852,3471.29,147,259.81,8.0,49.43,1.09,99.32
321032038,3309.42,89,277.1,10.0,49.56,1.29,87.54
321103956,3292.64,134,365.7,6.0,47.44,1.37,90.88
321105297,3548.03,82,313.56,10.0,55.45,0.97,96.34
321185299,3423.07,106,211.98,8.0,51.4,1.14,90.47
321223897,2606.44,132,292.49,8.0,41.82,0.79,101.55
321286413,3213.21,144,222.17,6.0,44.17,0.67,113.12
321290133,2478.62,147,351.16,7.0,51.77,1.21,98.07
321309973,3253.14,93,268.38,6.0,46.61,0.96,103.89
321352548,3516.08,68,271.62,9.0,46.18,1.34,98.03
321378121,2458.83,106,367.72,9.0,45.59,1.22,105.75
321435434,3682.09,113,240.82,6.0,46.78,1.1,95.03
321439387,2891.25,112,236.21,5.0,53.19,0.96,107.24
321446933,2042.13,134,252.16,8.0,55.61,0.56,91.22
321468744,3132.27,66,305.75,6.0,49.46,1.29,117.32
321498937,3553.33,107,440.87,10.0,51.46,0.96,94.24
321524373,3432.94,98,289.82,6.0,48.98,1.31,109.18
321541732,2517.65,136,344.35,10.0,48.65,0.69,96.42
321617989,3637.41,106,224.59,7.0,44.51,1.22,113.8
321740244,3082.08,99,283.91,7.0,52.82,0.97,110.62
321753416,3900.35,120,343.92,7.0,54.45,0.74,93.49
321812531,2886.37,129,277.22,6.0,45.4,1.12,108.04
321822816,3228.99,117,233.22,6.0,48.27,1.03,112.2
321828724,2323.74,130,273.08,6.0,53.82,1.55,93.04
321852368,4117.84,95,336.86,9.0,55.36,1.18,97.33
321944330,3583.59,119,424.16,9.0,50.56,0.76,93.78
321950289,3389.02,128,300.64,3.0,55.79,1.15,81.64
321992695,3982.81,66,296.64,6.0,50.57,0.75,95.11
322043461,3913.17,130,240.35,6.0,54.52,0.33,100.38
322102537,2242.86,89,226.82,7.0,52.36,0.83,95.66
322222728,2652.16,132,340.06,10.0,47.79,0.9,95.68
322240498,2858.11,93,257.82,8.0,54.59,0.61,85.27
322243482,3018.53,78,225.24,6.0,48.39,0.86,100.25
322257705,2901.61,84,231.48,8.0,55.78,1.2,90.32
322303960,2689.7,140,427.65,5.0,43.28,0.82,105.47
322326931,2821.38,73,187.79,6.0,47.78,0.73,107.29
322331575,2944.04,136,245.35,10.0,44.2,0.71,90.22
322346742,1804.84,120,304.34,6.0,52.21,0.85,109.71
322408846,3647.98,101,392.94,6.0,53.96,1.2,105.32
322436827,1571.6,101,280.18,6.0,45.31,0.67,89.64
322477169,3597.44,130,349.62,6.0,47.25,1.03,93.8
322492238,2952.71,75,265.25,8.0,37.09,0.89,93.2
322569973,3066.59,121,390.17,6.0,46.54,1.03,100.72
322574827,3563.01,160,227.17,4.0,49.65,1.38,98.9
322674853,2330.83,111,396.21,6.0,52.1,0.56,97.35
322713180,3373.9,127,259.19,4.0,54.78,0.56,107.94
322815984,2234.49,90,262.6,4.0,44.88,1.26,98.0
322989284,2639.18,123,322.26,8.0,56.08,1.21,88.25
323042221,2636.34,104,348.33,6.0,48.91,0.75,108.32
323102151,2063.61,108,237.87,7.0,51.8,1.05,108.14
323205622,3213.22,116,272.18,8.0,51.81,0.98,103.21
323253123,3603.45,138,196.47,4.0,54.3,1.0,110.72
323322322,2664.7,131,348.08,8.0,46.27,1.25,90.04
323417264,2781.41,76,322.13,6.0,55.53,1.12,102.1
323438170,3176.98,129,294.2,6.0,48.05,0.76,83.75
323522972,3697.39,83,327.56,6.0,44.73,1.26,94.37
323537632,3097.94,104,271.16,10.0,51.36,1.03,96.06
323568338,2987.75,96,391.71,5.0,49.37,1.02,94.19
323611861,4347.39,146,219.95,5.0,49.64,0.88,112.81
323654707,3212.46,104,324.9,5.0,50.54,0.55,82.98
323678354,3064.63,131,268.64,6.0,42.22,1.04,93.83
323706573,3894.18,111,275.03,8.0,51.68,0.81,94.93
323811932,2738.15,118,239.34,9.0,49.54,0.7,110.54
323827837,3022.09,105,248.14,6.0,51.88,1.2,106.72
323832084,3034.13,135,386.54,7.0,49.53,1.1,95.98
323931230,2655.67,132,259.94,8.0,50.52,0.81,94.49
323960293,3037.59,92,249.29,10.0,54.2,1.0,101.84
323987570,3510.26,78,337.02,6.0,42.91,0.93,105.29
324003256,1841.8,72,288.0,9.0,49.29,1.36,105.57
324011551,3453.32,104,235.71,7.0,48.81,0.89,85.56
324026028,3339.6,121,351.8,5.0,58.1,1.3,98.89
324064711,2539.95,83,384.24,8.0,47.43,1.3,96.62
324113568,2437.75,152,138.05,8.0,54.24,0.91,96.9
324153466,3511.26,134,234.5,7.0,48.86,1.01,90.74
324188698,2502.0,78,285.45,5.0,51.76,1.38,115.92
324353621,3272.83,63,341.64,6.0,48.83,1.07,116.79
324387918,3052.79,103,313.04,8.0,51.48,0.85,111.3
324390319,3687.77,102,481.29,3.0,56.65,1.12,110.9
324411949,2097.42,150,280.63,9.0,51.99,1.1,99.74
324461393,2591.33,66,351.7,8.0,43.2,0.85,87.21
324507903,2967.8,99,170.85,10.0,48.18,0.87,105.09
324540574,3348.78,103,297.06,7.0,40.5,1.39,91.78
324611056,2957.03,141,221.44,8.0,50.19,1.05,93.38
324686881,2749.28,120,213.85,11.0,49.56,1.13,102.73
324699104,3321.89,86,287.3,7.0,48.94,1.15,96.94
324752003,3450.34,73,248.71,4.0,49.34,1.44,96.48
324774313,3105.22,63,394.05,11.0,45.45,0.79,99.19
324888540,2356.83,137,328.66,7.0,49.09,1.83,107.75
324965329,3106.56,83,312.26,8.0,51.43,0.61,77.69
325002854,3839.18,72,297.29,7.0,45.83,1.04,98.44
325144455,3390.78,106,192.94,6.0,49.55,0.64,99.6
325201274,3151.65,102,361.4,6.0,49.03,1.07,100.56
325217056,3724.66,62,250.32,8.0,45.6,0.6,94.36
325237220,3323.79,217,386.82,5.0,48.3,0.99,103.04
325252900,2766.22,150,347.66,5.0,48.12,1.22,84.39
325421339,4141.22,111,232.46,7.0,51.38,0.91,104.8
325441295,3415.98,100,277.13,7.0,45.7,1.27,86.68
325467620,3858.01,116,274.7,7.0,52.9,1.26,103.91
325468439,2922.23,126,361.73,8.0,56.01,1.12,89.27
325477024,2994.91,114,359.6,9.0,50.95,0.93,102.04
325584064,2591.17,127,260.26,7.0,44.65,1.35,98.18
325654345,1987.72,101,301.85,8.0,46.66,1.03,100.71
325878828,3724.77,165,263.51,7.0,47.07,1.17,96.43
325892192,4337.28,149,438.66,8.0,47.82,0.7,90.62
325965283,3813.41,61,262.26,7.0,51.1,0.91,102.3
326115523,2839.65,139,384.33,8.0,57.98,0.92,91.58
326133167,2409.45,155,302.25,10.0,45.7,1.53,81.71
326140350,2867.05,164,220.44,4.0,45.89,0.73,92.04
326151033,4165.47,138,281.36,7.0,47.01,0.73,95.41
326190158,2511.46,82,353.18,8.0,49.02,1.1,108.58
326196902,4194.75,149,277.59,8.0,46.5,1.5,104.99
326224644,2524.45,136,231.4,6.0,50.29,1.0,103.92
326252020,4234.66,111,289.12,6.0,60.72,1.17,101.72
326282420,2952.43,98,285.0,5.0,51.76,1.0,120.34
326289175,3521.76,133,325.8,8.0,50.95,1.04,106.36
326311380,2245.13,57,290.45,8.0,53.29,1.1,113.57
326350660,3017.5,170,289.16,8.0,42.26,1.14,103.49
326378478,3440.41,74,309.64,9.0,47.7,1.2,107.26
326436873,4291.91,111,254.22,6.0,60.93,1.03,87.77
326519594,4227.7,129,226.99,5.0,44.42,1.17,101.53
326605541,2807.95,145,388.65,8.0,41.78,0.81,94.15
326612673,2912.55,68,239.54,9.0,54.67,0.96,105.16
326642805,3407.85,125,376.22,8.0,44.96,0.98,101.88
326716975,2267.15,132,301.68,7.0,53.21,0.72,84.43
326741363,3711.89,114,316.94,7.0,48.95,1.14,85.02
326779127,2387.62,103,218.56,8.0,45.97,1.06,92.68
326903569,3024.47,106,215.22,6.0,49.11,0.92,104.91
326917282,1997.04,88,421.48,8.0,48.34,1.17,94.91
327076983,2427.94,139,359.58,4.0,54.28,0.94,101.06
327172932,2406.91,160,364.59,7.0,50.29,0.89,97.2
327177978,2600.57,122,277.31,10.0,50.18,0.64,99.29
327206262,3340.55,80,426.06,6.0,43.6,1.08,80.99
327254896,2875.97,166,281.3,10.0,48.53,1.04,101.17
327256077,3019.33,113,299.38,7.0,52.19,1.11,105.08
327353384,2800.97,136,317.51,6.0,51.43,0.69,78.55
327398704,3548.88,119,347.78,7.0,46.17,1.18,104.51
327418444,3542.98,147,316.7,6.0,50.52,1.42,97.76
327424876,2628.24,148,312.73,5.0,53.54,0.87,88.59
327548765,2246.24,180,321.82,8.0,42.92,1.35,86.28
327575049,3561.0,92,296.09,7.0,53.47,1.03,125.79
