customer_id,month,policy_start,months_to_renewal,customer_age,vehicle_value,has_claimed,claim_processing_days,vehicle_changed,renewal_status,churn_next_month
176,5,2/25/2020,2,45,13924,0,,1,Pending,0
176,6,2/25/2020,1,45,13924,0,,1,Renewed,0
177,1,1/28/2020,6,43,24519,0,,0,Pending,0
177,2,1/28/2020,5,43,24519,1,30.98042072,0,Pending,0
177,3,1/28/2020,4,43,24519,0,,0,Pending,0
177,4,1/28/2020,3,43,24519,1,25.29351334,0,Pending,0
177,5,1/28/2020,2,43,24519,0,,0,Pending,0
177,6,1/28/2020,1,43,24519,1,67.34031134,0,Renewed,0
178,1,5/21/2020,6,68,26567,0,,0,Pending,0
178,2,5/21/2020,5,68,26567,0,,0,Pending,0
178,3,5/21/2020,4,68,26567,0,,0,Pending,0
178,4,5/21/2020,3,68,26567,0,,0,Pending,0
178,5,5/21/2020,2,68,26567,0,,0,Pending,0
178,6,5/21/2020,1,68,26567,1,32.96392429,0,Renewed,0
179,1,12/5/2020,6,47,28782,0,,0,Pending,0
179,2,12/5/2020,5,47,28782,0,,0,Pending,0
179,3,12/5/2020,4,47,28782,1,35.53728363,0,Pending,0
179,4,12/5/2020,3,47,28782,1,11.79297592,0,Pending,0
179,5,12/5/2020,2,47,28782,1,16.75324258,0,Pending,0
179,6,12/5/2020,1,47,28782,0,,0,Renewed,1
180,1,1/18/2020,6,67,11987,0,,0,Pending,0
180,2,1/18/2020,5,67,11987,1,45.06304567,0,Pending,0
180,3,1/18/2020,4,67,11987,1,42.91912425,0,Pending,0
180,4,1/18/2020,3,67,11987,0,,0,Pending,0
180,5,1/18/2020,2,67,11987,1,59.54089152,0,Pending,0
180,6,1/18/2020,1,67,11987,0,,1,Renewed,0
181,1,8/7/2020,6,37,40663,0,,0,Pending,0
181,2,8/7/2020,5,37,40663,0,,0,Pending,0
181,3,8/7/2020,4,37,40663,0,,0,Pending,0
181,4,8/7/2020,3,37,40663,0,,0,Pending,0
181,5,8/7/2020,2,37,40663,0,,0,Pending,0
181,6,8/7/2020,1,37,40663,1,67.61046781,0,Renewed,0
182,1,3/30/2020,6,41,47392,0,,0,Pending,0
182,2,3/30/2020,5,41,47392,0,,0,Pending,0
182,3,3/30/2020,4,41,47392,0,,0,Pending,0
182,4,3/30/2020,3,41,47392,1,38.83472301,0,Pending,0
182,5,3/30/2020,2,41,47392,0,,0,Pending,0
182,6,3/30/2020,1,41,47392,0,,0,Renewed,0
183,1,7/16/2020,6,29,27369,0,,0,Pending,0
183,2,7/16/2020,5,29,27369,1,44.55500366,0,Pending,0
183,3,7/16/2020,4,29,27369,0,,0,Pending,0
183,4,7/16/2020,3,29,27369,0,,0,Pending,0
183,5,7/16/2020,2,29,27369,0,,0,Pending,0
183,6,7/16/2020,1,29,27369,0,,0,Renewed,0
184,1,10/14/2020,6,41,47952,0,,0,Pending,0
184,2,10/14/2020,5,41,47952,0,,0,Pending,0
184,3,10/14/2020,4,41,47952,0,,0,Pending,0
184,4,10/14/2020,3,41,47952,1,35.29098959,0,Pending,0
184,5,10/14/2020,2,41,47952,0,,0,Pending,0
184,6,10/14/2020,1,41,47952,0,,0,Not Renewed,1
185,1,9/20/2020,6,63,19772,0,,0,Pending,0
185,2,9/20/2020,5,63,19772,0,,0,Pending,0
185,3,9/20/2020,4,63,19772,0,,0,Pending,0
185,4,9/20/2020,3,63,19772,0,,0,Pending,0
185,5,9/20/2020,2,63,19772,0,,1,Pending,0
185,6,9/20/2020,1,63,19772,0,,0,Not Renewed,1
186,1,1/6/2020,6,68,13164,0,,0,Pending,0
186,2,1/6/2020,5,68,13164,0,,0,Pending,0
186,3,1/6/2020,4,68,13164,0,,0,Pending,0
186,4,1/6/2020,3,68,13164,0,,0,Pending,0
186,5,1/6/2020,2,68,13164,0,,0,Pending,0
186,6,1/6/2020,1,68,13164,1,69.13641532,0,Renewed,0
187,1,9/3/2020,6,46,27600,0,,1,Pending,0
187,2,9/3/2020,5,46,27600,0,,0,Pending,0
187,3,9/3/2020,4,46,27600,0,,0,Pending,0
187,4,9/3/2020,3,46,27600,0,,0,Pending,0
187,5,9/3/2020,2,46,27600,0,,0,Pending,0
187,6,9/3/2020,1,46,27600,0,,0,Renewed,0
188,1,9/4/2020,6,52,44785,1,37.58107932,0,Pending,0
188,2,9/4/2020,5,52,44785,0,,0,Pending,0
188,3,9/4/2020,4,52,44785,0,,0,Pending,0
188,4,9/4/2020,3,52,44785,0,,0,Pending,0
188,5,9/4/2020,2,52,44785,0,,0,Pending,0
188,6,9/4/2020,1,52,44785,1,42.41706066,0,Renewed,1
189,1,8/30/2020,6,35,35359,0,,0,Pending,0
189,2,8/30/2020,5,35,35359,0,,0,Pending,0
189,3,8/30/2020,4,35,35359,1,21.90384709,0,Pending,0
189,4,8/30/2020,3,35,35359,1,27.09109178,0,Pending,0
189,5,8/30/2020,2,35,35359,0,,0,Pending,0
189,6,8/30/2020,1,35,35359,1,18.26861344,0,Not Renewed,1
190,1,1/8/2020,6,41,30855,1,15.77198757,0,Pending,0
190,2,1/8/2020,5,41,30855,0,,0,Pending,0
190,3,1/8/2020,4,41,30855,0,,0,Pending,0
190,4,1/8/2020,3,41,30855,0,,0,Pending,0
190,5,1/8/2020,2,41,30855,0,,0,Pending,0
190,6,1/8/2020,1,41,30855,0,,0,Renewed,0
191,1,5/27/2020,6,51,33862,0,,0,Pending,0
191,2,5/27/2020,5,51,33862,0,,0,Pending,0
191,3,5/27/2020,4,51,33862,0,,0,Pending,0
191,4,5/27/2020,3,51,33862,0,,0,Pending,0
191,5,5/27/2020,2,51,33862,0,,0,Pending,0
191,6,5/27/2020,1,51,33862,1,12.57904955,0,Renewed,0
192,1,12/3/2020,6,39,27695,0,,0,Pending,0
192,2,12/3/2020,5,39,27695,0,,0,Pending,0
192,3,12/3/2020,4,39,27695,0,,1,Pending,0
192,4,12/3/2020,3,39,27695,0,,0,Pending,0
192,5,12/3/2020,2,39,27695,0,,0,Pending,0
192,6,12/3/2020,1,39,27695,0,,0,Renewed,0
193,1,10/14/2020,6,55,36206,0,,0,Pending,0
193,2,10/14/2020,5,55,36206,0,,0,Pending,0
193,3,10/14/2020,4,55,36206,0,,0,Pending,0
193,4,10/14/2020,3,55,36206,0,,0,Pending,0
193,5,10/14/2020,2,55,36206,0,,0,Pending,0
193,6,10/14/2020,1,55,36206,0,,0,Renewed,0
194,1,2/16/2020,6,52,17135,0,,0,Pending,0
194,2,2/16/2020,5,52,17135,0,,1,Pending,0
194,3,2/16/2020,4,52,17135,0,,0,Pending,0
194,4,2/16/2020,3,52,17135,1,59.46877366,0,Pending,0
194,5,2/16/2020,2,52,17135,0,,0,Pending,0
194,6,2/16/2020,1,52,17135,0,,0,Renewed,1
195,1,10/22/2020,6,49,14873,0,,0,Pending,0
195,2,10/22/2020,5,49,14873,0,,0,Pending,0
195,3,10/22/2020,4,49,14873,0,,0,Pending,0
195,4,10/22/2020,3,49,14873,0,,0,Pending,0
195,5,10/22/2020,2,49,14873,0,,1,Pending,0
195,6,10/22/2020,1,49,14873,0,,0,Renewed,1
196,1,8/13/2020,6,50,35097,0,,0,Pending,0
196,2,8/13/2020,5,50,35097,0,,0,Pending,0
196,3,8/13/2020,4,50,35097,0,,0,Pending,0
196,4,8/13/2020,3,50,35097,0,,0,Pending,0
196,5,8/13/2020,2,50,35097,0,,0,Pending,0
196,6,8/13/2020,1,50,35097,0,,0,Renewed,0
197,1,5/7/2020,6,48,13981,1,41.69400865,1,Pending,0
197,2,5/7/2020,5,48,13981,0,,0,Pending,0
197,3,5/7/2020,4,48,13981,1,62.95134724,0,Pending,0
197,4,5/7/2020,3,48,13981,0,,0,Pending,0
197,5,5/7/2020,2,48,13981,0,,1,Pending,0
197,6,5/7/2020,1,48,13981,0,,0,Renewed,1
198,1,5/21/2020,6,36,17148,0,,1,Pending,0
198,2,5/21/2020,5,36,17148,0,,0,Pending,0
198,3,5/21/2020,4,36,17148,0,,1,Pending,0
198,4,5/21/2020,3,36,17148,0,,0,Pending,0
198,5,5/21/2020,2,36,17148,0,,0,Pending,0
198,6,5/21/2020,1,36,17148,0,,0,Not Renewed,1
199,1,4/4/2020,6,29,26709,0,,0,Pending,0
199,2,4/4/2020,5,29,26709,0,,0,Pending,0
199,3,4/4/2020,4,29,26709,0,,0,Pending,0
199,4,4/4/2020,3,29,26709,0,,0,Pending,0
199,5,4/4/2020,2,29,26709,1,1.0,1,Pending,0
199,6,4/4/2020,1,29,26709,0,,0,Renewed,0
200,1,12/5/2020,6,41,39377,0,,0,Pending,0
200,2,12/5/2020,5,41,39377,0,,0,Pending,0
200,3,12/5/2020,4,41,39377,0,,0,Pending,0
200,4,12/5/2020,3,41,39377,0,,0,Pending,0
200,5,12/5/2020,2,41,39377,0,,0,Pending,0
200,6,12/5/2020,1,41,39377,0,,0,Renewed,1
201,1,12/30/2020,6,46,27883,0,,1,Pending,0
201,2,12/30/2020,5,46,27883,0,,0,Pending,0
201,3,12/30/2020,4,46,27883,0,,0,Pending,0
201,4,12/30/2020,3,46,27883,0,,0,Pending,0
201,5,12/30/2020,2,46,27883,0,,0,Pending,0
201,6,12/30/2020,1,46,27883,0,,0,Renewed,0
202,1,10/1/2020,6,62,29041,0,,0,Pending,0
202,2,10/1/2020,5,62,29041,0,,0,Pending,0
202,3,10/1/2020,4,62,29041,1,96.75873563,0,Pending,0
202,4,10/1/2020,3,62,29041,0,,0,Pending,0
202,5,10/1/2020,2,62,29041,0,,0,Pending,0
202,6,10/1/2020,1,62,29041,0,,0,Not Renewed,1
203,1,9/25/2020,6,48,31199,0,,0,Pending,0
203,2,9/25/2020,5,48,31199,0,,0,Pending,0
203,3,9/25/2020,4,48,31199,0,,0,Pending,0
203,4,9/25/2020,3,48,31199,0,,0,Pending,0
203,5,9/25/2020,2,48,31199,1,31.83083767,1,Pending,0
203,6,9/25/2020,1,48,31199,0,,0,Renewed,0
204,1,12/13/2020,6,38,46386,1,9.445195523,0,Pending,0
204,2,12/13/2020,5,38,46386,1,6.775135804,0,Pending,0
204,3,12/13/2020,4,38,46386,0,,0,Pending,0
204,4,12/13/2020,3,38,46386,0,,0,Pending,0
204,5,12/13/2020,2,38,46386,1,44.03686465,0,Pending,0
204,6,12/13/2020,1,38,46386,0,,0,Renewed,1
205,1,7/6/2020,6,57,45328,0,,0,Pending,0
205,2,7/6/2020,5,57,45328,0,,0,Pending,0
205,3,7/6/2020,4,57,45328,0,,0,Pending,0
205,4,7/6/2020,3,57,45328,1,50.52498204,0,Pending,0
205,5,7/6/2020,2,57,45328,0,,0,Pending,0
205,6,7/6/2020,1,57,45328,1,23.49091442,0,Renewed,1
206,1,1/17/2020,6,55,40979,0,,0,Pending,0
206,2,1/17/2020,5,55,40979,0,,0,Pending,0
206,3,1/17/2020,4,55,40979,0,,0,Pending,0
206,4,1/17/2020,3,55,40979,0,,0,Pending,0
206,5,1/17/2020,2,55,40979,0,,0,Pending,0
206,6,1/17/2020,1,55,40979,0,,1,Renewed,0
207,1,1/19/2020,6,68,19927,0,,0,Pending,0
207,2,1/19/2020,5,68,19927,1,55.19938721,1,Pending,0
207,3,1/19/2020,4,68,19927,0,,1,Pending,0
207,4,1/19/2020,3,68,19927,0,,0,Pending,0
207,5,1/19/2020,2,68,19927,0,,0,Pending,0
207,6,1/19/2020,1,68,19927,0,,0,Renewed,1
208,1,7/4/2020,6,27,36347,0,,0,Pending,0
208,2,7/4/2020,5,27,36347,1,33.77532008,0,Pending,0
208,3,7/4/2020,4,27,36347,0,,0,Pending,0
208,4,7/4/2020,3,27,36347,0,,0,Pending,0
208,5,7/4/2020,2,27,36347,0,,0,Pending,0
208,6,7/4/2020,1,27,36347,1,46.88870771,0,Renewed,0
209,1,8/2/2020,6,33,47292,1,36.31657122,0,Pending,0
209,2,8/2/2020,5,33,47292,0,,0,Pending,0
209,3,8/2/2020,4,33,47292,0,,0,Pending,0
209,4,8/2/2020,3,33,47292,0,,0,Pending,0
209,5,8/2/2020,2,33,47292,0,,0,Pending,0
209,6,8/2/2020,1,33,47292,1,32.84212552,0,Renewed,1
210,1,7/13/2020,6,32,21279,1,29.92734445,0,Pending,0
210,2,7/13/2020,5,32,21279,0,,0,Pending,0
210,3,7/13/2020,4,32,21279,1,12.09935724,0,Pending,0
210,4,7/13/2020,3,32,21279,0,,0,Pending,0
210,5,7/13/2020,2,32,21279,0,,0,Pending,0
210,6,7/13/2020,1,32,21279,0,,0,Not Renewed,1
211,1,7/8/2020,6,67,37672,0,,0,Pending,0
211,2,7/8/2020,5,67,37672,0,,0,Pending,0
211,3,7/8/2020,4,67,37672,0,,0,Pending,0
211,4,7/8/2020,3,67,37672,0,,0,Pending,0
211,5,7/8/2020,2,67,37672,0,,0,Pending,0
211,6,7/8/2020,1,67,37672,0,,1,Renewed,0
212,1,9/25/2020,6,63,29037,0,,0,Pending,0
212,2,9/25/2020,5,63,29037,0,,0,Pending,0
212,3,9/25/2020,4,63,29037,0,,0,Pending,0
212,4,9/25/2020,3,63,29037,0,,0,Pending,0
212,5,9/25/2020,2,63,29037,0,,0,Pending,0
212,6,9/25/2020,1,63,29037,0,,0,Renewed,0
213,1,7/11/2020,6,38,24892,0,,0,Pending,0
213,2,7/11/2020,5,38,24892,0,,0,Pending,0
213,3,7/11/2020,4,38,24892,0,,0,Pending,0
213,4,7/11/2020,3,38,24892,1,69.65930301,0,Pending,0
213,5,7/11/2020,2,38,24892,0,,0,Pending,0
213,6,7/11/2020,1,38,24892,0,,0,Renewed,0
214,1,1/16/2020,6,47,32837,1,40.9853972,0,Pending,0
214,2,1/16/2020,5,47,32837,0,,0,Pending,0
214,3,1/16/2020,4,47,32837,0,,0,Pending,0
214,4,1/16/2020,3,47,32837,0,,0,Pending,0
214,5,1/16/2020,2,47,32837,0,,0,Pending,0
214,6,1/16/2020,1,47,32837,0,,0,Renewed,1
215,1,12/12/2020,6,45,41334,1,12.72415093,0,Pending,0
215,2,12/12/2020,5,45,41334,1,25.34015904,0,Pending,0
215,3,12/12/2020,4,45,41334,1,5.772227858,0,Pending,0
215,4,12/12/2020,3,45,41334,0,,0,Pending,0
215,5,12/12/2020,2,45,41334,0,,0,Pending,0
215,6,12/12/2020,1,45,41334,0,,0,Renewed,1
216,1,3/15/2020,6,30,49932,0,,0,Pending,0
216,2,3/15/2020,5,30,49932,0,,0,Pending,0
216,3,3/15/2020,4,30,49932,0,,0,Pending,0
216,4,3/15/2020,3,30,49932,0,,0,Pending,0
216,5,3/15/2020,2,30,49932,0,,0,Pending,0
216,6,3/15/2020,1,30,49932,1,48.33892604,0,Renewed,0
217,1,11/24/2020,6,43,17349,0,,0,Pending,0
217,2,11/24/2020,5,43,17349,0,,0,Pending,0
217,3,11/24/2020,4,43,17349,0,,0,Pending,0
217,4,11/24/2020,3,43,17349,0,,0,Pending,0
217,5,11/24/2020,2,43,17349,0,,0,Pending,0
217,6,11/24/2020,1,43,17349,0,,0,Renewed,1
218,1,6/16/2020,6,33,40734,0,,0,Pending,0
218,2,6/16/2020,5,33,40734,1,39.3877523,0,Pending,0
218,3,6/16/2020,4,33,40734,0,,0,Pending,0
218,4,6/16/2020,3,33,40734,1,27.00989558,0,Pending,0
218,5,6/16/2020,2,33,40734,1,29.55028336,0,Pending,0
218,6,6/16/2020,1,33,40734,0,,0,Not Renewed,1
219,1,3/13/2020,6,36,26932,1,15.97735634,1,Pending,0
219,2,3/13/2020,5,36,26932,0,,0,Pending,0
219,3,3/13/2020,4,36,26932,0,,0,Pending,0
219,4,3/13/2020,3,36,26932,1,29.93571842,1,Pending,0
219,5,3/13/2020,2,36,26932,0,,0,Pending,0
219,6,3/13/2020,1,36,26932,0,,0,Not Renewed,1
220,1,4/8/2020,6,30,21970,1,39.23820658,0,Pending,0
220,2,4/8/2020,5,30,21970,0,,0,Pending,0
220,3,4/8/2020,4,30,21970,1,130.065655,0,Pending,0
220,4,4/8/2020,3,30,21970,1,40.51389588,1,Pending,0
220,5,4/8/2020,2,30,21970,0,,0,Pending,0
220,6,4/8/2020,1,30,21970,0,,0,Renewed,1
221,1,2/11/2020,6,52,42335,1,50.04247445,0,Pending,0
221,2,2/11/2020,5,52,42335,1,30.65393434,0,Pending,0
221,3,2/11/2020,4,52,42335,0,,0,Pending,0
221,4,2/11/2020,3,52,42335,0,,0,Pending,0
221,5,2/11/2020,2,52,42335,0,,0,Pending,0
221,6,2/11/2020,1,52,42335,0,,0,Renewed,0
222,1,10/2/2020,6,63,14922,0,,0,Pending,0
222,2,10/2/2020,5,63,14922,1,73.17355737,0,Pending,0
222,3,10/2/2020,4,63,14922,0,,0,Pending,0
222,4,10/2/2020,3,63,14922,0,,1,Pending,0
222,5,10/2/2020,2,63,14922,1,34.72004531,0,Pending,0
222,6,10/2/2020,1,63,14922,0,,0,Not Renewed,1
223,1,7/5/2020,6,60,44980,0,,0,Pending,0
223,2,7/5/2020,5,60,44980,0,,0,Pending,0
223,3,7/5/2020,4,60,44980,1,47.54479548,0,Pending,0
223,4,7/5/2020,3,60,44980,0,,0,Pending,0
223,5,7/5/2020,2,60,44980,0,,0,Pending,0
223,6,7/5/2020,1,60,44980,0,,0,Renewed,0
224,1,9/20/2020,6,39,47425,1,41.88536997,1,Pending,0
224,2,9/20/2020,5,39,47425,0,,1,Pending,0
224,3,9/20/2020,4,39,47425,1,28.19915958,0,Pending,0
224,4,9/20/2020,3,39,47425,0,,0,Pending,0
224,5,9/20/2020,2,39,47425,0,,0,Pending,0
224,6,9/20/2020,1,39,47425,0,,0,Renewed,1
225,1,12/5/2020,6,49,21357,0,,0,Pending,0
225,2,12/5/2020,5,49,21357,0,,0,Pending,0
225,3,12/5/2020,4,49,21357,0,,0,Pending,0
225,4,12/5/2020,3,49,21357,0,,0,Pending,0
225,5,12/5/2020,2,49,21357,0,,0,Pending,0
225,6,12/5/2020,1,49,21357,0,,0,Not Renewed,1
226,1,4/14/2020,6,44,11551,1,30.27132732,0,Pending,0
226,2,4/14/2020,5,44,11551,0,,0,Pending,0
226,3,4/14/2020,4,44,11551,1,31.49369705,0,Pending,0
226,4,4/14/2020,3,44,11551,0,,0,Pending,0
226,5,4/14/2020,2,44,11551,0,,0,Pending,0
226,6,4/14/2020,1,44,11551,0,,0,Not Renewed,1
227,1,10/16/2020,6,60,38229,0,,0,Pending,0
227,2,10/16/2020,5,60,38229,0,,0,Pending,0
227,3,10/16/2020,4,60,38229,1,38.20378449,0,Pending,0
227,4,10/16/2020,3,60,38229,1,62.62314852,0,Pending,0
227,5,10/16/2020,2,60,38229,0,,0,Pending,0
227,6,10/16/2020,1,60,38229,1,29.92298662,1,Not Renewed,1
228,1,1/9/2020,6,45,45289,0,,0,Pending,0
228,2,1/9/2020,5,45,45289,0,,0,Pending,0
228,3,1/9/2020,4,45,45289,0,,0,Pending,0
228,4,1/9/2020,3,45,45289,0,,0,Pending,0
228,5,1/9/2020,2,45,45289,0,,0,Pending,0
228,6,1/9/2020,1,45,45289,0,,0,Renewed,1
229,1,1/22/2020,6,59,39245,1,36.09729236,0,Pending,0
229,2,1/22/2020,5,59,39245,1,32.18408068,0,Pending,0
229,3,1/22/2020,4,59,39245,0,,0,Pending,0
229,4,1/22/2020,3,59,39245,0,,0,Pending,0
229,5,1/22/2020,2,59,39245,0,,0,Pending,0
229,6,1/22/2020,1,59,39245,1,29.93623362,0,Renewed,0
230,1,3/1/2020,6,40,18683,0,,0,Pending,0
230,2,3/1/2020,5,40,18683,0,,0,Pending,0
230,3,3/1/2020,4,40,18683,1,24.13075918,0,Pending,0
230,4,3/1/2020,3,40,18683,0,,1,Pending,0
230,5,3/1/2020,2,40,18683,1,36.63853287,0,Pending,0
230,6,3/1/2020,1,40,18683,0,,0,Not Renewed,1
231,1,8/26/2020,6,65,18320,0,,0,Pending,0
231,2,8/26/2020,5,65,18320,0,,0,Pending,0
231,3,8/26/2020,4,65,18320,0,,0,Pending,0
231,4,8/26/2020,3,65,18320,1,25.16503481,0,Pending,0
231,5,8/26/2020,2,65,18320,0,,1,Pending,0
231,6,8/26/2020,1,65,18320,0,,0,Renewed,0
232,1,3/19/2020,6,40,13225,0,,0,Pending,0
232,2,3/19/2020,5,40,13225,0,,0,Pending,0
232,3,3/19/2020,4,40,13225,1,66.47287556,0,Pending,0
232,4,3/19/2020,3,40,13225,0,,0,Pending,0
232,5,3/19/2020,2,40,13225,1,37.82753014,0,Pending,0
232,6,3/19/2020,1,40,13225,0,,0,Renewed,1
233,1,2/1/2020,6,66,24130,0,,0,Pending,0
233,2,2/1/2020,5,66,24130,0,,0,Pending,0
233,3,2/1/2020,4,66,24130,0,,0,Pending,0
233,4,2/1/2020,3,66,24130,0,,0,Pending,0
233,5,2/1/2020,2,66,24130,0,,0,Pending,0
233,6,2/1/2020,1,66,24130,0,,0,Renewed,1
234,1,12/9/2020,6,62,14136,0,,0,Pending,0
234,2,12/9/2020,5,62,14136,0,,1,Pending,0
234,3,12/9/2020,4,62,14136,0,,0,Pending,0
234,4,12/9/2020,3,62,14136,0,,0,Pending,0
234,5,12/9/2020,2,62,14136,1,21.96822823,1,Pending,0
234,6,12/9/2020,1,62,14136,0,,0,Renewed,1
235,1,1/17/2020,6,61,43324,0,,0,Pending,0
235,2,1/17/2020,5,61,43324,0,,1,Pending,0
235,3,1/17/2020,4,61,43324,0,,0,Pending,0
235,4,1/17/2020,3,61,43324,1,40.3345315,0,Pending,0
235,5,1/17/2020,2,61,43324,0,,0,Pending,0
235,6,1/17/2020,1,61,43324,0,,0,Not Renewed,1
236,1,9/29/2020,6,27,21049,0,,0,Pending,0
236,2,9/29/2020,5,27,21049,0,,0,Pending,0
236,3,9/29/2020,4,27,21049,1,1.0,0,Pending,0
236,4,9/29/2020,3,27,21049,0,,0,Pending,0
236,5,9/29/2020,2,27,21049,0,,0,Pending,0
236,6,9/29/2020,1,27,21049,0,,0,Renewed,0
237,1,8/20/2020,6,30,48799,0,,0,Pending,0
237,2,8/20/2020,5,30,48799,0,,0,Pending,0
237,3,8/20/2020,4,30,48799,0,,0,Pending,0
237,4,8/20/2020,3,30,48799,0,,0,Pending,0
237,5,8/20/2020,2,30,48799,0,,0,Pending,0
237,6,8/20/2020,1,30,48799,1,35.70301483,0,Renewed,0
238,1,8/21/2020,6,45,17067,1,35.29367581,0,Pending,0
238,2,8/21/2020,5,45,17067,0,,0,Pending,0
238,3,8/21/2020,4,45,17067,0,,0,Pending,0
238,4,8/21/2020,3,45,17067,1,83.16763392,0,Pending,0
238,5,8/21/2020,2,45,17067,0,,0,Pending,0
238,6,8/21/2020,1,45,17067,0,,1,Renewed,1
239,1,3/11/2020,6,54,25732,0,,0,Pending,0
239,2,3/11/2020,5,54,25732,0,,0,Pending,0
239,3,3/11/2020,4,54,25732,0,,0,Pending,0
239,4,3/11/2020,3,54,25732,1,83.15449772,0,Pending,0
239,5,3/11/2020,2,54,25732,0,,0,Pending,0
239,6,3/11/2020,1,54,25732,0,,0,Not Renewed,0
240,1,2/4/2020,6,62,44409,0,,0,Pending,0
240,2,2/4/2020,5,62,44409,0,,0,Pending,0
240,3,2/4/2020,4,62,44409,0,,0,Pending,0
240,4,2/4/2020,3,62,44409,0,,0,Pending,0
240,5,2/4/2020,2,62,44409,0,,0,Pending,0
240,6,2/4/2020,1,62,44409,0,,0,Renewed,0
241,1,5/9/2020,6,42,12244,0,,0,Pending,0
241,2,5/9/2020,5,42,12244,0,,0,Pending,0
241,3,5/9/2020,4,42,12244,0,,0,Pending,0
241,4,5/9/2020,3,42,12244,0,,0,Pending,0
241,5,5/9/2020,2,42,12244,0,,0,Pending,0
241,6,5/9/2020,1,42,12244,1,52.64044047,0,Renewed,0
242,1,8/23/2020,6,45,19045,0,,1,Pending,0
242,2,8/23/2020,5,45,19045,1,38.24698828,0,Pending,0
242,3,8/23/2020,4,45,19045,0,,0,Pending,0
242,4,8/23/2020,3,45,19045,1,13.31574739,0,Pending,0
242,5,8/23/2020,2,45,19045,0,,0,Pending,0
242,6,8/23/2020,1,45,19045,0,,1,Not Renewed,1
243,1,1/18/2020,6,63,44775,0,,0,Pending,0
243,2,1/18/2020,5,63,44775,0,,0,Pending,0
243,3,1/18/2020,4,63,44775,0,,0,Pending,0
243,4,1/18/2020,3,63,44775,0,,0,Pending,0
243,5,1/18/2020,2,63,44775,0,,0,Pending,0
243,6,1/18/2020,1,63,44775,0,,0,Not Renewed,1
244,1,9/2/2020,6,57,33777,0,,0,Pending,0
244,2,9/2/2020,5,57,33777,0,,0,Pending,0
244,3,9/2/2020,4,57,33777,0,,0,Pending,0
244,4,9/2/2020,3,57,33777,1,88.93885906,0,Pending,0
244,5,9/2/2020,2,57,33777,0,,0,Pending,0
244,6,9/2/2020,1,57,33777,0,,0,Renewed,1
245,1,11/4/2020,6,40,12880,0,,0,Pending,0
245,2,11/4/2020,5,40,12880,0,,0,Pending,0
245,3,11/4/2020,4,40,12880,0,,0,Pending,0
245,4,11/4/2020,3,40,12880,0,,0,Pending,0
245,5,11/4/2020,2,40,12880,0,,0,Pending,0
245,6,11/4/2020,1,40,12880,1,90.0411868,0,Renewed,0
246,1,9/10/2020,6,50,23515,1,27.67420864,0,Pending,0
246,2,9/10/2020,5,50,23515,0,,0,Pending,0
246,3,9/10/2020,4,50,23515,0,,0,Pending,0
246,4,9/10/2020,3,50,23515,1,47.44750753,0,Pending,0
246,5,9/10/2020,2,50,23515,0,,0,Pending,0
246,6,9/10/2020,1,50,23515,1,28.84522145,0,Renewed,1
247,1,5/30/2020,6,69,27392,1,8.825216554,0,Pending,0
247,2,5/30/2020,5,69,27392,0,,0,Pending,0
247,3,5/30/2020,4,69,27392,0,,0,Pending,0
247,4,5/30/2020,3,69,27392,0,,0,Pending,0
247,5,5/30/2020,2,69,27392,0,,0,Pending,0
247,6,5/30/2020,1,69,27392,1,16.7308121,0,Renewed,0
248,1,2/2/2020,6,35,45651,1,57.7214505,0,Pending,0
248,2,2/2/2020,5,35,45651,0,,0,Pending,0
248,3,2/2/2020,4,35,45651,0,,0,Pending,0
248,4,2/2/2020,3,35,45651,0,,1,Pending,0
248,5,2/2/2020,2,35,45651,1,25.5796594,0,Pending,0
248,6,2/2/2020,1,35,45651,0,,0,Not Renewed,1
249,1,9/11/2020,6,58,44765,0,,0,Pending,0
249,2,9/11/2020,5,58,44765,0,,0,Pending,0
249,3,9/11/2020,4,58,44765,0,,0,Pending,0
249,4,9/11/2020,3,58,44765,0,,0,Pending,0
249,5,9/11/2020,2,58,44765,0,,0,Pending,0
249,6,9/11/2020,1,58,44765,0,,0,Renewed,0
250,1,5/11/2020,6,62,35494,0,,0,Pending,0
250,2,5/11/2020,5,62,35494,0,,0,Pending,0
250,3,5/11/2020,4,62,35494,0,,0,Pending,0
250,4,5/11/2020,3,62,35494,1,25.92903091,0,Pending,0
250,5,5/11/2020,2,62,35494,1,39.8522385,0,Pending,0
250,6,5/11/2020,1,62,35494,0,,0,Renewed,0
251,1,4/23/2020,6,46,25728,1,29.11793493,0,Pending,0
251,2,4/23/2020,5,46,25728,1,24.95276417,0,Pending,0
251,3,4/23/2020,4,46,25728,0,,0,Pending,0
251,4,4/23/2020,3,46,25728,1,40.34461336,0,Pending,0
251,5,4/23/2020,2,46,25728,0,,0,Pending,0
251,6,4/23/2020,1,46,25728,0,,0,Not Renewed,1
252,1,3/8/2020,6,31,38408,0,,0,Pending,0
252,2,3/8/2020,5,31,38408,0,,0,Pending,0
252,3,3/8/2020,4,31,38408,0,,0,Pending,0
252,4,3/8/2020,3,31,38408,0,,0,Pending,0
252,5,3/8/2020,2,31,38408,0,,0,Pending,0
252,6,3/8/2020,1,31,38408,0,,0,Not Renewed,1
253,1,5/24/2020,6,54,30528,0,,0,Pending,0
