customer_id,month,data_usage_mb,login_attempts,bill_amount,payment_delay_days,network_latency_ms,packet_loss_percent,download_speed_mbps,churn_next_month
1849,5,554.16,24,74.08,8,60.18,1.64,110.64,0
1849,6,465.46,30,70.39,3,37.81,1.07,86.24,1
1850,1,539.36,33,47.86,1,36.92,1.09,74.36,0
1850,2,489.74,28,39.94,3,37.2,0.07,104.8,0
1850,3,501.34,36,42.64,6,36.07,1.39,56.17,0
1850,4,534.55,27,44.93,7,40.67,1.74,100.54,0
1850,5,529.67,29,49.74,2,42.77,1.17,110.07,0
1850,6,624.97,35,42.42,14,73.25,1.81,93.07,1
1851,1,403.24,23,60.16,3,52.11,1.15,134.46,0
1851,2,286.33,18,60.74,2,62.52,1.65,108.91,0
1851,3,348.79,19,66.53,5,66.41,0.43,71,0
1851,4,376.27,25,61.63,7,44.88,0.57,98.11,0
1851,5,290,17,69.56,2,58.46,0.56,70.82,0
1851,6,389.99,16,56.31,12,46.27,0.1,97.1,0
1852,1,524.38,22,36.44,5,46.13,0.65,53.53,0
1852,2,551.43,20,31.84,1,39.02,1.3,63.71,0
1852,3,522.79,17,36.2,8,47.62,1.33,95.53,0
1852,4,490.11,22,40.91,4,47.8,1.68,121.82,0
1852,5,504.56,23,38.67,7,38.69,0.85,99.62,0
1852,6,504.9,23,34.58,1,53.05,1.67,78.99,1
1853,1,584.53,15,58.83,11,59,1.4,98.26,0
1853,2,511.12,20,49.49,6,74.73,0.57,77.76,0
1853,3,641.28,20,63.76,1,57.3,1.85,88.38,0
1853,4,586.45,15,61.49,12,41.01,0.27,93.04,0
1853,5,583.31,18,55.9,2,37.99,1.28,75.56,0
1853,6,603,16,52.8,2,41.01,1.22,78.3,0
1854,1,589.5,24,59.61,3,63.67,1.82,59,0
1854,2,580.66,24,65.91,4,47.35,0.27,129.53,0
1854,3,625.38,22,63.87,3,53.4,0.35,79.61,0
1854,4,630.54,17,63.3,3,50.08,0.74,97.14,0
1854,5,643.17,22,68.52,3,35.02,1.29,97.07,0
1854,6,541.51,19,55.79,10,46.7,1.31,73.56,0
1855,1,558.7,18,25.96,7,66.58,1.38,107.67,0
1855,2,566.76,15,30.4,3,36.14,0,111.35,0
1855,3,520.85,10,26.77,9,52.93,1.65,100.42,0
1855,4,517.81,16,27.59,9,54.63,0.36,94.67,0
1855,5,511.32,15,34.02,11,46.76,0.9,83.64,0
1855,6,482.13,15,30.57,3,42.96,0.13,130.05,0
1856,1,453.86,13,57.67,2,53.74,0.77,82.51,0
1856,2,460.68,16,64.73,9,34.52,0.5,117.46,0
1856,3,467.49,15,62.55,0,54.76,0.67,98.12,0
1856,4,479.61,7,58.59,1,63.56,1.46,93.15,0
1856,5,464.22,7,59.39,4,46.73,1.39,107.95,0
1856,6,444.5,16,59.17,13,35.43,0.38,93.03,0
1857,1,505.23,22,45.64,8,54.9,1.4,88.92,0
1857,2,410.37,22,36.53,7,45.21,1.17,118.41,0
1857,3,556.19,24,46.8,3,58.02,1.74,85.91,0
1857,4,580.74,20,45.03,8,47.47,1.12,91.45,0
1857,5,561.34,17,35.69,6,52.4,0.99,123.67,0
1857,6,546.74,17,36.72,5,44.52,0.13,132.22,1
1858,1,554.45,15,56.46,0,49.11,1.78,83.58,0
1858,2,582.99,15,57.97,5,40.81,1.86,118.23,0
1858,3,538.37,16,71.13,14,43.72,0,127.21,0
1858,4,558.66,18,60.75,7,43.84,1.64,123.85,0
1858,5,603.72,15,67.24,2,49.32,0.78,74.91,0
1858,6,492.01,14,55.26,6,51.27,1.17,114.9,1
1859,1,377.61,21,54.44,9,74.53,0.96,147.59,0
1859,2,368.65,16,56.08,4,48.08,0.44,107.15,0
1859,3,417.41,17,61.94,14,38.41,1.66,108.69,0
1859,4,462.88,24,58.39,11,57.96,1.65,88.78,0
1859,5,351.43,22,46.57,1,34.05,0.11,92.26,0
1859,6,358.25,19,52.02,4,55.06,0.18,92.93,0
1860,1,625.67,23,53.28,4,47.09,1.06,68.97,0
1860,2,722.85,20,55.22,7,56.83,1.35,111.12,0
1860,3,636.57,23,44.66,7,50.63,0.53,124.68,0
1860,4,651.32,18,34.16,1,37.69,1.81,84.28,0
1860,5,604.64,22,53.25,3,49.37,1.9,121.38,0
1860,6,554.8,23,56.27,4,63.49,0.01,81.52,0
1861,1,622.16,30,51.11,14,35.4,0.67,86.69,0
1861,2,629.07,26,42.24,11,51.88,1.66,96.62,0
1861,3,679.48,23,57.26,14,42.83,1.76,96.74,0
1861,4,771.26,24,53.88,11,44.02,1.36,114.3,0
1861,5,669.11,25,55.62,11,50.21,0.82,102.82,0
1861,6,643.64,23,48.13,3,21.48,0.19,82.63,1
1862,1,540.79,14,58.04,3,47.25,1.93,81.2,0
1862,2,552.17,20,52.5,9,71.52,2,95.41,0
1862,3,525.35,20,51.58,13,34.47,0.93,120.77,0
1862,4,514.33,18,56.54,4,33.87,1.3,58.62,0
1862,5,511.28,18,55.5,11,63.26,0.08,92.06,0
1862,6,555.18,16,53.49,1,44.51,1.14,42.26,1
1863,1,493.95,17,47.39,5,44.49,1.46,81.79,0
1863,2,365.37,13,48.64,2,54.19,0.23,51.83,0
1863,3,418.34,14,40.39,4,36.28,1.11,127.68,0
1863,4,498.92,16,43.56,13,42.21,0.64,111.28,0
1863,5,459.27,10,43.38,3,56.9,1.67,106.3,0
1863,6,471.13,12,51.2,7,42.64,1.6,105.72,0
1864,1,396.98,32,39.27,12,44.34,0.87,90.86,0
1864,2,371.97,26,50.91,3,64.14,1.49,135.95,0
1864,3,342.83,30,53.33,8,46.94,1.09,107.29,0
1864,4,381.3,23,58.39,6,39.45,0.67,94.18,0
1864,5,418.97,31,47.26,13,50.57,0.36,109.46,0
1864,6,429.77,24,49.87,3,43.72,0.25,82.97,0
1865,1,395.55,16,50.04,0,54.14,0.56,85.65,0
1865,2,438.49,21,65.11,10,42.03,1.36,84.03,0
1865,3,331.19,23,46.88,9,42.58,1.7,109.29,0
1865,4,348.6,17,56.7,5,47.43,0.04,93.75,0
1865,5,526.07,20,57.48,0,47.99,1.33,126.7,0
1865,6,569.6,23,54.36,12,36.88,0.27,92.9,1
1866,1,531.97,18,34.81,0,26.13,1.53,71.7,0
1866,2,475.08,18,43.41,1,64.19,0.26,121.83,0
1866,3,529.11,24,38.59,0,59.02,0.58,94.28,0
1866,4,541.21,20,35.46,3,62,1.73,104.54,0
1866,5,515.94,20,41.87,5,52.8,0.07,103.06,0
1866,6,544.49,23,35.77,11,44.74,0.43,79.58,0
1867,1,333.1,23,56.71,4,59.51,1.69,118.84,0
1867,2,361.92,23,45.61,8,30.92,0.95,92.1,0
1867,3,290.7,21,36.74,3,54.9,0.63,86.21,0
1867,4,377.85,23,41.58,8,45.11,1.54,66.8,0
1867,5,353.62,26,47.64,5,65.19,1.04,144.62,0
1867,6,314.83,26,46.07,12,50.6,1.69,72.29,0
1868,1,560.05,15,45.71,12,63,1.77,96.82,0
1868,2,574.8,14,46.68,14,62.73,0.63,88.8,0
1868,3,529.5,21,49.69,1,54.07,0.97,83.97,0
1868,4,510.14,22,43.83,8,39.17,1.6,155.41,0
1868,5,515.98,16,44.55,9,55.9,0.08,111.57,0
1868,6,577.34,18,41.13,11,38.05,1.41,93.21,1
1869,1,613.47,23,43.6,13,61.4,0.8,93.06,0
1869,2,550.98,17,39.73,13,43.17,0.51,94.52,0
1869,3,529.81,22,39.95,6,60.45,1.28,90,0
1869,4,598.1,17,31.93,4,63.86,0.09,109.85,0
1869,5,619.81,19,47.5,4,36.47,0.66,92.05,0
1869,6,581.56,16,45.47,13,51.42,1.45,94.54,1
1870,1,523.36,20,50.54,8,45.85,1.33,82.44,0
1870,2,532.64,15,47.27,0,50.09,0.86,80.19,0
1870,3,463.21,16,58.52,13,44.83,0.52,89.56,0
1870,4,584.16,19,56.15,1,54.25,1.06,93.57,0
1870,5,535.44,13,52.84,2,50.28,1.07,146.98,0
1870,6,405.52,17,54.88,10,39.76,0.02,84.67,0
1871,1,616.15,16,41.84,0,59.32,2,91.66,0
1871,2,663.66,15,40.74,9,60.5,1.9,108.4,0
1871,3,584.01,15,49.52,10,56.76,0.76,111.9,0
1871,4,473.66,11,53.94,0,33.39,0.44,75.48,0
1871,5,563.55,12,51.69,8,40.56,1.88,101.32,0
1871,6,613.9,16,55.54,11,61.04,1.49,72.71,1
1872,1,514.99,24,47.02,11,45.99,1.06,91.64,0
1872,2,443.98,21,51.24,13,63.38,0.41,111.16,0
1872,3,496.02,22,47,6,43.22,1.07,66.26,0
1872,4,517.49,29,46.88,10,52.69,0.62,107.7,0
1872,5,500.71,29,54.54,10,50.73,0.13,143.02,0
1872,6,506.43,23,54.67,14,41.58,0.19,77.32,1
1873,1,574.3,28,48.44,6,51.08,1.48,96.55,0
1873,2,628.56,22,44.34,2,53.33,0.02,93.84,0
1873,3,661.9,22,60.56,1,38.73,0.87,88.4,0
1873,4,533.8,26,58.33,5,42.43,1.4,97.13,0
1873,5,563.3,25,47.33,3,69.87,1.68,95.31,0
1873,6,575.24,30,57.14,2,52.6,0.34,97.02,0
1874,1,620.84,17,51.99,12,51.87,0.16,89.68,0
1874,2,547.57,8,57.63,6,48.93,1.63,100.86,0
1874,3,487.51,9,42.52,0,51.36,1.05,49.96,0
1874,4,615.95,9,54.56,9,62.01,1.52,105.37,0
1874,5,533.34,8,55.03,2,43.68,1.95,98.91,0
1874,6,594.13,10,42.54,1,58.74,1.77,123.32,1
1875,1,724.88,10,49.2,12,66.72,1.55,78.79,0
1875,2,612.53,8,46.97,1,56.97,0.41,116.95,0
1875,3,643.4,15,50.67,7,52.38,1.83,101.99,0
1875,4,587.02,8,59.63,12,54.59,0.97,95.93,0
1875,5,670.93,17,56.48,11,50.69,0.19,89.21,0
1875,6,646.37,11,55.23,13,53.79,0.4,110.51,1
1876,1,480.3,22,47.33,5,70.36,0.44,119.01,0
1876,2,553.79,15,43.44,6,57.62,1.77,112.68,0
1876,3,483.15,19,48.44,14,40.53,1.11,95.67,0
1876,4,494.16,16,44.1,1,61.29,1.15,101.97,0
1876,5,487.56,18,55.5,1,28.93,0.67,132.54,0
1876,6,453.51,20,48.8,11,38.53,0.16,71.97,0
1877,1,565.1,18,43.33,2,41.83,0.18,96.51,0
1877,2,539.82,16,41.12,4,50.39,0.57,88.95,0
1877,3,633.81,25,42.21,1,51.97,0.58,108.18,0
1877,4,527.13,21,39.09,6,25.83,1.46,82.66,0
1877,5,631.48,18,38.91,3,70.52,1.81,120.03,0
1877,6,670.08,23,45.59,10,68.29,0.86,81.16,0
1878,1,665.2,18,64.94,2,63,0.51,115.01,0
1878,2,756.23,16,57.77,6,59.14,0.38,72.62,0
1878,3,773.67,15,60,13,50.75,0.53,88.68,0
1878,4,725.9,22,59.28,6,49.32,1.72,74.51,0
1878,5,707.59,19,64.54,0,33.52,1.09,129.35,0
1878,6,637.14,19,58.5,8,48.01,1.27,107.3,0
1879,1,574,13,44.39,6,23.71,0.94,88.31,0
1879,2,377.99,15,30.28,10,53.53,1.71,154.79,0
1879,3,406.67,20,35.23,0,46.97,0.09,118.57,0
1879,4,424.41,18,38.96,1,43.06,1.51,98.6,0
1879,5,484.68,18,46.06,8,53.62,0.64,62.38,0
1879,6,454.19,16,39.54,7,48.5,0.84,93.01,0
1880,1,807.47,20,64.15,1,55.72,1.19,113.7,0
1880,2,768.12,24,56.09,10,45.24,1.78,51.86,0
1880,3,736.75,18,53.23,11,44.29,0.14,73.62,0
1880,4,766.03,24,66.38,7,59.33,1.43,77.64,0
1880,5,857.24,16,52.68,10,54.98,0.44,104.9,0
1880,6,739.54,23,62.81,14,35.95,1.99,79.41,1
1881,1,441.16,20,55.55,11,41.53,1.72,103.47,0
1881,2,566.94,22,50.26,13,57.98,0.32,93.91,0
1881,3,411.99,19,49.23,14,27.82,1.53,86.95,0
1881,4,401.88,20,53.37,5,49.57,0.34,93.34,0
1881,5,402.1,22,50.15,3,35.88,0.76,108.84,0
1881,6,503.53,18,43.54,5,56.46,1.6,111.32,0
1882,1,383.04,19,66.77,11,56.97,0.78,103.37,0
1882,2,351.64,18,58.25,0,70.62,0.52,116.58,0
1882,3,388.91,17,64.83,0,39.82,0.57,96.2,0
1882,4,395.19,17,54.08,12,59.54,1.83,114.95,0
1882,5,386.81,21,61.26,12,62.56,0.14,64.5,0
1882,6,468.38,14,66.66,0,62.88,0.87,106.7,0
1883,1,573.99,20,51.72,8,57.4,0.47,111.79,0
1883,2,558.75,17,68.89,3,59.08,1.52,132.62,0
1883,3,544.61,17,53.24,7,61.67,1.78,84.37,0
1883,4,671.9,12,58.78,14,35.01,0.39,81.1,0
1883,5,460.07,20,54.95,5,48.16,0.69,104.64,0
1883,6,556.47,17,64.2,10,40.85,1.48,113.74,0
1884,1,608.61,15,26.12,1,44.66,1.01,128.89,0
1884,2,609.8,17,30.92,12,68.27,1.3,123.43,0
1884,3,609.14,14,29.31,7,60.08,0.47,104.37,0
1884,4,544.54,11,38.95,14,52.41,0.17,117.88,0
1884,5,640.07,16,38.26,0,47.47,1.65,66.15,0
1884,6,524.23,19,28.1,5,41.81,1.24,59.89,0
1885,1,457.88,15,66.48,2,33.52,1.97,110.31,0
1885,2,487.89,21,56.53,2,37.84,0.51,98.64,0
1885,3,407.3,22,60.15,6,40.03,0.3,89.66,0
1885,4,469.69,20,67.34,11,57.69,1.74,83.56,0
1885,5,373.85,17,55.63,9,46.74,1.1,132.9,0
1885,6,439.79,17,62.05,0,55.16,1.98,93.14,1
1886,1,423.54,13,54.81,11,51.47,0.83,106.12,0
1886,2,481.99,12,50.5,8,56.11,1.49,115.73,0
1886,3,407.06,16,51.93,10,35.58,0.45,76.87,0
1886,4,511.35,17,46.49,10,55.71,1.61,67.63,0
1886,5,420.42,13,48.29,6,60.36,1.44,96.58,0
1886,6,453.06,20,48.99,1,43.8,1.01,81.14,0
1887,1,519.97,30,54.56,2,46.64,0.14,104.93,0
1887,2,576.67,21,59.75,5,52.47,0.1,78.09,0
1887,3,458.43,22,47.33,8,50.59,1.49,104.27,0
1887,4,518.87,24,53.24,4,52.21,1.66,102.66,0
1887,5,612.15,24,55.64,0,61.28,1.61,106.84,0
1887,6,456.76,27,43.69,14,47.29,1.73,79.08,1
1888,1,335.71,23,63.8,2,35.28,0.91,116.42,0
1888,2,356.47,19,69.16,6,47.8,1.93,100.82,0
1888,3,318.83,27,62.23,2,44.45,1.59,120.17,0
1888,4,306.05,19,64.77,8,56.19,1.49,107.19,0
1888,5,426.32,28,59.9,8,36.6,1.2,116.86,0
1888,6,307.37,24,64.14,11,51.17,1.56,59.57,0
1889,1,369.56,16,68.42,12,43.53,0.67,85.49,0
1889,2,401.16,21,68.91,3,44.75,0.68,103.35,0
1889,3,404.85,23,64.24,4,44.59,0.19,110.41,0
1889,4,354.5,16,65.94,4,37.75,1.3,76.56,0
1889,5,343.81,16,68.75,10,58,1.02,125.5,0
1889,6,285.68,14,71.84,3,53.98,0.15,122.88,1
1890,1,430.88,28,42.33,13,49.29,1.32,81.79,0
1890,2,386.34,24,41.28,7,61.58,0.02,121,0
1890,3,487.85,23,36.75,10,36.81,1.6,106.64,0
1890,4,403.67,24,34.66,3,53.65,1.78,99.73,0
1890,5,286.41,28,36.69,5,55.67,0.69,100.94,0
1890,6,457.88,21,44.31,4,57.7,0.7,88.83,0
1891,1,395.32,20,53.52,5,54.44,0.16,100.99,0
1891,2,446.46,20,51.85,10,52.46,1.16,64.83,0
1891,3,514.94,15,50.45,13,34.15,1.02,104.91,0
1891,4,408.72,15,54.42,8,45.36,0.01,90.35,0
1891,5,477.95,16,49.15,12,43.69,1.65,76,0
1891,6,489.23,15,55.65,6,58.98,0.26,82.88,0
1892,1,755.26,24,67.5,0,47.08,0.86,116.24,0
1892,2,700.56,24,63.13,3,46.79,1.22,111.5,0
1892,3,718.64,20,64.47,1,51.4,1.8,70.57,0
1892,4,701.57,27,62.01,10,49.11,0.04,112.49,0
1892,5,637.6,20,58.88,6,47.38,2,106.97,0
1892,6,731.63,28,65.86,6,46.88,1.26,127.07,0
1893,1,660.44,11,65.1,0,54.9,1.85,122.07,0
1893,2,699.71,8,59.46,6,58.49,1.59,65.93,0
1893,3,561.73,8,67.48,10,57.65,0.05,76.61,0
1893,4,646.12,7,58.93,8,43.67,0.55,80.24,0
1893,5,596.54,9,67.54,3,58.66,0.87,130.69,0
1893,6,733.29,14,73.16,11,57.31,1.34,110.03,1
1894,1,463.81,17,49.49,0,65.78,1.29,116.87,0
1894,2,483.91,13,53.57,8,66.38,0.55,93.82,0
1894,3,422.35,19,58.24,3,53.26,1.67,72.1,0
1894,4,397.97,14,54.14,1,55.56,1.86,100.49,0
1894,5,410.56,18,49.91,10,47.04,1.61,74.64,0
1894,6,460.65,16,56.71,13,32.2,1.29,72.43,1
1895,1,257.95,22,63.9,0,44.79,1.24,47.38,0
1895,2,258.12,26,59.23,7,49.3,1.79,122.19,0
1895,3,241.73,20,57.62,0,50.4,0.53,124.51,0
1895,4,436.45,23,53.95,6,47.79,0.21,104.73,0
1895,5,292.87,23,61.18,14,61.8,0.12,90.77,0
1895,6,294.68,24,58.2,6,51.6,1.22,111.63,0
1896,1,335.2,12,47.49,13,65.86,1.19,108.22,0
1896,2,383.15,16,46.32,8,58.17,1.8,135.17,0
1896,3,371.1,17,45.4,6,37.32,1.91,106.53,0
1896,4,437.93,19,51.76,4,42.54,0.01,113.29,0
1896,5,426.31,14,46.96,11,59.96,0.04,105.98,0
1896,6,390.74,12,42.62,5,62.08,0.1,98.38,0
1897,1,690.89,22,55.58,1,31.03,0.14,100.42,0
1897,2,676.1,25,51.5,6,46.54,0.86,114.21,0
1897,3,701.44,26,60.56,13,38.54,1.93,100.79,0
1897,4,649,22,47.93,3,51.61,0.48,90.59,0
1897,5,689.9,23,52.41,6,62.17,1.49,63.64,0
1897,6,604.17,18,50.48,1,56.04,0.88,87.98,1
1898,1,753.59,20,56.94,9,30.34,1.35,114.55,0
1898,2,640.91,17,44.93,2,55.79,0.19,105.03,0
1898,3,629.13,19,45.02,7,52.4,0.48,71.56,0
1898,4,746.97,16,48.91,10,39.3,0.44,113.92,0
1898,5,665.67,15,57.88,10,61.26,0.51,133.41,0
1898,6,555.09,17,36.77,14,59.07,0.82,101.58,0
1899,1,590.61,20,52.74,12,55.61,0.63,134.76,0
1899,2,634.78,16,55.28,8,37.28,0.89,100.42,0
1899,3,671.61,18,55.92,0,49.06,0.57,101.75,0
1899,4,673.62,23,53.57,10,66.42,1.13,120.29,0
1899,5,566.15,19,63.66,7,28.64,0.59,58.46,0
1899,6,583.14,22,52.96,7,35.74,1.76,80.72,0
1900,1,509.52,17,39.78,10,25.02,0.91,100.21,0
1900,2,450.04,16,51.92,14,31.38,0.02,101.64,0
1900,3,503.24,12,47.28,3,49.75,0.37,112.27,0
1900,4,612.07,21,41.12,11,41.05,1,72.06,0
1900,5,500.24,13,53.2,6,38.44,1.06,94.67,0
1900,6,586.69,16,49.89,5,36.13,1.99,93.02,1
1901,1,645.01,24,60.9,3,61.11,0.57,82.22,0
1901,2,620.15,21,65.85,0,55.84,1.66,103.8,0
1901,3,620.29,22,67.21,10,55.88,1.62,136.49,0
1901,4,607.5,20,59.51,11,40.66,0.84,118.93,0
1901,5,602.68,24,63.32,7,40.47,0.1,65.6,0
1901,6,654.41,26,66.25,0,41.26,0.95,76.55,0
1902,1,261.31,19,52.67,7,54.3,0.27,126.44,0
1902,2,297.06,15,47.23,3,55.97,1.79,130.02,0
1902,3,233.43,16,43.67,14,54.21,1.27,89.62,0
1902,4,359.72,17,42.45,3,29.91,1.85,78.25,0
1902,5,206.33,19,39.15,7,44.16,0.02,137.5,0
1902,6,222.07,15,38.53,11,59.92,0.99,93.49,1
1903,1,651.66,19,45.31,5,51.2,0.89,108.97,0
1903,2,746.37,19,46.15,8,33.78,1.37,59.34,0
1903,3,707.51,13,45.39,1,32.89,1.41,98.93,0
1903,4,731.91,20,44.98,0,36.01,0.17,67.86,0
1903,5,699.77,12,46.68,12,39.67,1.54,60.88,0
1903,6,637.3,12,51.45,3,23.34,1.42,94.38,1
1904,1,495.36,22,60.04,0,33.9,1.89,102.32,0
1904,2,540.16,22,56.83,14,41.96,0.44,103.8,0
1904,3,598.62,25,50.82,13,44.35,0,107.9,0
1904,4,479.25,25,47.2,4,56.8,1.57,121.95,0
1904,5,553.08,20,56.41,3,54.75,1.41,95.66,0
1904,6,533.1,18,48,1,41,1.89,120.71,0
1905,1,420.01,22,38.51,14,58.14,0.82,91.83,0
1905,2,436.66,16,45.16,4,61.49,0.95,81.68,0
1905,3,485.83,21,40.36,12,41.22,1.65,99.24,0
1905,4,381.6,17,48.56,1,52.72,0.35,100.89,0
1905,5,377.26,23,43.23,12,47.02,0.48,88.66,0
1905,6,453.59,17,48.63,6,50.47,1.09,80.88,0
1906,1,644.69,14,64.78,13,52.16,0.92,106.14,0
1906,2,540.54,15,69.39,8,53.74,1.31,110.58,0
1906,3,677.07,21,61.27,2,31.26,1.47,121.75,0
1906,4,586.94,17,71.27,10,75.12,1.47,115.98,0
1906,5,617.09,16,69.63,13,44.66,0.12,88.09,0
1906,6,627.82,20,66.62,9,60.91,1.92,107.68,1
1907,1,472.9,11,34.93,8,48.35,0.16,121.39,0
1907,2,411.36,20,42.63,12,56.96,1.71,94.32,0
1907,3,464.93,12,48.52,2,69.16,1.81,58.54,0
1907,4,440.5,20,44.32,13,54.09,1.13,107.44,0
1907,5,507.2,18,48.95,12,53.61,0.37,104,0
1907,6,464.43,13,54.5,9,53.71,0.81,127.24,1
1908,1,406.88,13,46.03,8,46.23,0.5,106.26,0
1908,2,396.04,16,44.35,4,50.31,1.12,125.1,0
1908,3,305.56,13,44.53,5,44.72,0.03,102.19,0
1908,4,415.94,8,45.3,7,52.43,0.86,109.34,0
1908,5,524.75,14,45.1,1,44.08,1.46,88.4,0
1908,6,443.08,16,50.26,6,49.13,0.54,97.31,0
1909,1,464.42,24,53.27,8,28.96,1.55,112.95,0
1909,2,502.81,23,56.07,8,41.06,0.69,91.69,0
1909,3,425.25,22,52.15,12,48.79,0.49,124.77,0
1909,4,557.69,20,60.05,6,57.09,1.78,114.36,0
1909,5,381.66,26,53.69,7,55.08,1.46,116.75,0
1909,6,388.92,22,57.48,13,42.27,1.03,93.88,1
1910,1,645.97,25,61.79,3,45.43,0.88,44.6,0
1910,2,553.06,25,57.58,8,67.04,1.69,105.44,0
1910,3,515.59,16,57.99,3,42.05,0.91,90.7,0
1910,4,596.73,22,58.34,4,40.03,1.16,111.12,0
1910,5,503.96,23,68.59,10,59.98,1.29,101.1,0
1910,6,582.58,22,65.83,1,48.48,0.63,109.11,0
1911,1,423.79,15,34.13,0,33.72,1.09,96.57,0
1911,2,486.07,15,47.79,0,64.6,1.11,108.25,0
1911,3,498.36,23,48.75,11,41.35,0.21,99.98,0
1911,4,374.76,17,41.94,7,48.7,0.91,98.85,0
1911,5,464.53,17,47.99,2,50.72,1.12,44.89,0
1911,6,546.5,14,57.98,11,44.71,1.41,79.01,0
1912,1,695.81,23,56.22,0,55.75,1.48,101.55,0
1912,2,702.06,25,70.76,7,43.39,0.3,117.16,0
1912,3,757.51,21,66.36,7,53.64,1.44,112.29,0
1912,4,727.24,19,66.88,12,49.32,0.74,90.08,0
1912,5,663.71,24,54.45,2,51.38,1.86,99.53,0
1912,6,760.46,27,61.15,9,36.64,0.25,85.1,0
1913,1,691.39,19,51.28,13,45.38,0.16,98.99,0
1913,2,515.35,20,57.62,8,53.89,1.16,111.73,0
1913,3,504.53,24,59.66,6,55.06,1.94,61.55,0
1913,4,654.92,17,59.7,12,30.98,0.37,97.32,0
1913,5,612.14,17,57.97,6,52.25,0.05,88.36,0
1913,6,584.27,21,44.92,11,49.63,0.91,125.22,0
1914,1,451.8,21,49.3,0,53.74,1.39,110.59,0
1914,2,482.92,22,41.74,5,37.2,0.21,105.97,0
1914,3,474.4,19,50.49,10,48.85,0.53,60.52,0
1914,4,415.88,20,44.26,10,44.29,1.15,122.08,0
1914,5,492.87,20,50.81,1,46.83,1.41,106.01,0
1914,6,480.16,15,40.67,9,45.45,1.58,96.63,0
1915,1,615.42,26,29.16,5,53.02,0.81,112.92,0
1915,2,585.88,22,30.17,14,50.69,0.5,118.59,0
1915,3,651.81,21,41.2,6,35.48,0.69,128.36,0
1915,4,650.72,21,36.07,6,51.13,1.73,93.92,0
1915,5,599.72,23,34.91,2,27.96,0.36,80.42,0
1915,6,674.41,22,40.54,11,55.74,0.36,102.15,0
1916,1,614.66,17,66.87,10,57.76,1.56,127.32,0
1916,2,525.53,21,62.21,1,50.72,1.53,119.81,0
1916,3,661.86,19,51.84,11,57.78,0.26,95.87,0
1916,4,641.94,16,54.78,2,39.73,1.51,89.24,0
1916,5,521.93,19,62.04,9,53.34,1.58,63.99,0
1916,6,587.24,14,58.46,5,44.08,1.56,86.94,1
1917,1,668.65,26,71.69,10,60.7,0.74,113.78,0
1917,2,683.75,24,80.11,11,54.64,0.92,132.96,0
1917,3,633.29,21,69.97,13,57.67,1.11,99.85,0
1917,4,679.53,26,71.47,0,42.03,1.69,91.2,0
1917,5,615.01,20,61.39,11,53.91,0.27,89,0
1917,6,709.18,27,69.73,8,55.43,0.53,81.38,1
1918,1,321.99,26,59.29,7,48.4,0.38,91.09,0
1918,2,419.47,27,52.56,5,54.8,1.01,93.14,0
1918,3,343.64,20,58.76,1,49.16,0.11,118.53,0
1918,4,305.38,26,53.55,1,55.71,0.91,126.7,0
1918,5,341.7,27,54.76,13,38.81,0.79,99.86,0
1918,6,472,21,61.63,14,34.81,1.44,96.84,1
1919,1,436.04,21,53.32,0,48.53,0.57,79.63,0
1919,2,503.55,17,54.39,14,53.82,0.13,103.98,0
1919,3,477.51,17,54.03,4,60.25,1.41,67.18,0
1919,4,439.99,19,56.18,5,52.2,0.69,72.88,0
1919,5,451.24,15,58.36,14,47.68,1,99.43,0
1919,6,466.88,18,47.42,14,49.23,0.08,108.06,1
1920,1,501.96,32,46.98,3,45.17,0.28,144.61,0
1920,2,522.12,29,41.36,7,42.19,1.3,104.07,0
1920,3,534.25,28,40.09,3,52.85,0.32,138.22,0
1920,4,570.47,25,38.33,10,70.11,0.53,53.09,0
1920,5,456.32,29,40.02,10,46.49,0.52,71.2,0
1920,6,544.26,29,36.86,12,55.6,1.95,94.29,1
1921,1,599.6,13,46.07,11,34.71,1.92,118.44,0
1921,2,646.85,10,41.49,1,58.82,1.61,79.46,0
1921,3,551.74,12,46.24,0,57.61,1.55,71.45,0
1921,4,517.4,9,44.71,3,36.4,1.33,81.57,0
1921,5,573.85,11,35.81,9,54.21,0.41,103.39,0
1921,6,560.9,18,34.39,0,54.28,1.83,124.56,0
1922,1,379.09,30,42.21,9,53.33,1.15,117.91,0
1922,2,295.64,30,36.63,7,39.91,0.51,87.06,0
1922,3,426.31,29,47.95,12,50,0.93,125.8,0
1922,4,407.46,29,39.88,1,47.49,0.43,101.49,0
1922,5,459.14,27,50.6,4,60.75,0.74,128.16,0
1922,6,418.55,22,41.63,7,57.46,0.63,98.45,0
1923,1,558.18,26,55.96,0,59.53,1.87,106.09,0
1923,2,533.62,22,60.51,12,32.73,0.93,97.1,0
1923,3,619.15,22,56.25,12,54.98,1.13,78.66,0
1923,4,633.65,26,56.66,1,58.37,0.17,124.51,0
1923,5,441.17,21,51.86,14,62.51,0.15,108.29,0
1923,6,549.89,20,50.93,4,53.82,0.79,93.75,0
1924,1,350.13,13,53.42,0,53.69,0.36,112.51,0
1924,2,330.68,10,53.45,9,44.64,1.02,74.95,0
1924,3,407.4,8,57.26,9,57.93,0.93,87.54,0
1924,4,412.46,11,54.18,6,29.76,0.41,121.25,0
1924,5,413.66,12,45.83,3,44.15,0.35,100.35,0
